net,length_um
_04479_,14.62µm
_05128_,14.62µm
net1420,14.62µm
_04326_,14.6µm
_04966_,14.6µm
_05264_,14.6µm
u_interface.fifo_data\[7\]\[10\],14.6µm
net1317,14.6µm
net1690,14.6µm
net897,14.585µm
_01216_,14.58µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[10\],14.58µm
u_interface.fifo_data\[14\]\[29\],14.565µm
_03846_,14.56µm
_04329_,14.56µm
_04878_,14.56µm
_05261_,14.56µm
_05788_,14.56µm
_05907_,14.56µm
net852,14.56µm
u_interface.fifo_data\[11\]\[30\],14.56µm
_00077_,14.54µm
_01400_,14.54µm
_03668_,14.54µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[56\],14.53µm
_02173_,14.52µm
_02655_,14.52µm
_02737_,14.52µm
u_interface.fifo_data\[3\]\[4\],14.52µm
_02401_,14.5µm
_02493_,14.5µm
_02658_,14.5µm
_02925_,14.5µm
_03856_,14.5µm
_05561_,14.5µm
u_interface.fifo_data\[15\]\[11\],14.5µm
u_interface.u_gelu_fp32.s1_data\[2\],14.5µm
u_interface.fifo_data\[10\]\[14\],14.49µm
u_interface.fifo_data\[14\]\[28\],14.49µm
u_interface.fifo_data\[14\]\[2\],14.49µm
u_interface.fifo_data\[2\]\[16\],14.49µm
u_interface.fifo_data\[2\]\[1\],14.49µm
u_interface.fifo_data\[2\]\[5\],14.49µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_exp\[3\],14.48µm
_01604_,14.46µm
_02865_,14.46µm
u_interface.core_data_out\[1\],14.46µm
u_interface.fifo_data\[14\]\[12\],14.45µm
_04786_,14.44µm
_01356_,14.42µm
_01401_,14.42µm
_01565_,14.42µm
_03845_,14.42µm
_05412_,14.42µm
net134,14.42µm
_04233_,14.415µm
u_interface.fifo_data\[10\]\[23\],14.41µm
u_interface.fifo_data\[2\]\[21\],14.41µm
_03486_,14.4µm
_03521_,14.4µm
_04380_,14.4µm
u_interface.fifo_data\[0\]\[30\],14.4µm
_03026_,14.38µm
_04436_,14.38µm
_06464_,14.38µm
_03402_,14.36µm
_05698_,14.36µm
u_interface.fifo_data\[7\]\[20\],14.36µm
u_interface.fifo_tlast\[15\],14.36µm
_02223_,14.34µm
_02345_,14.34µm
u_interface.fifo_data\[0\]\[15\],14.34µm
u_interface.fifo_data\[9\]\[19\],14.34µm
net1307,14.34µm
net1559,14.34µm
_05208_,14.32µm
u_interface.fifo_data\[0\]\[1\],14.3µm
u_interface.fifo_data\[12\]\[22\],14.3µm
u_interface.fifo_data\[3\]\[29\],14.3µm
u_interface.fifo_data\[4\]\[23\],14.3µm
_02320_,14.28µm
_02559_,14.28µm
_03947_,14.28µm
_04437_,14.28µm
_03161_,14.26µm
_05257_,14.26µm
_05610_,14.26µm
u_interface.fifo_data\[5\]\[6\],14.26µm
u_interface.u_gelu_fp32.s1_data\[28\],14.26µm
_01044_,14.245µm
_01868_,14.24µm
_02621_,14.24µm
_02347_,14.22µm
_03684_,14.22µm
s_axil_awaddr[0],14.22µm
u_interface.fifo_data\[15\]\[2\],14.22µm
net1435,14.22µm
net1574,14.2µm
_03612_,14.19µm
_02405_,14.18µm
_03734_,14.18µm
_06193_,14.18µm
u_interface.fifo_data\[4\]\[24\],14.18µm
u_interface.fifo_data\[7\]\[1\],14.18µm
_02226_,14.16µm
_02271_,14.16µm
_05947_,14.16µm
_02251_,14.14µm
_03166_,14.14µm
_03876_,14.14µm
_05498_,14.14µm
u_interface.fifo_data\[11\]\[20\],14.14µm
u_interface.fifo_data\[8\]\[14\],14.14µm
u_interface.fifo_data\[9\]\[6\],14.14µm
_03775_,14.13µm
u_interface.fifo_data\[3\]\[23\],14.12µm
_04906_,14.11µm
_04602_,14.1µm
_05061_,14.1µm
_04725_,14.095µm
u_interface.fifo_data\[2\]\[11\],14.09µm
_01358_,14.08µm
_02953_,14.08µm
_03605_,14.08µm
_01575_,14.06µm
_02256_,14.06µm
_06443_,14.06µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_mag\[13\],14.06µm
net148,14.06µm
_01464_,14.04µm
_05692_,14.04µm
u_interface.fifo_data\[10\]\[28\],14.03µm
_03740_,14.02µm
_04397_,14.02µm
_04852_,14.02µm
_05977_,14.02µm
_06425_,14.02µm
_02825_,14.01µm
_02754_,14µm
_03261_,14µm
_03977_,14µm
_04443_,14µm
u_interface.fifo_data\[9\]\[7\],14µm
_03099_,13.98µm
_03365_,13.98µm
_03447_,13.98µm
_03658_,13.98µm
u_interface.fifo_data\[1\]\[21\],13.98µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s1_mag\[16\],13.98µm
u_interface.fifo_data\[6\]\[15\],13.965µm
_03334_,13.96µm
_05380_,13.96µm
_06088_,13.96µm
_06432_,13.96µm
u_interface.fifo_data\[0\]\[7\],13.96µm
_05244_,13.955µm
u_interface.fifo_data\[6\]\[31\],13.95µm
_03576_,13.94µm
_03880_,13.94µm
_04660_,13.94µm
_05809_,13.94µm
_05199_,13.925µm
_02244_,13.92µm
_03133_,13.92µm
_03611_,13.92µm
_04204_,13.92µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[19\],13.92µm
_00248_,13.905µm
_03377_,13.9µm
_01322_,13.88µm
_01563_,13.88µm
_05714_,13.88µm
u_interface.u_gelu_fp32.s2_data\[2\],13.88µm
net1128,13.88µm
_00492_,13.86µm
u_interface.fifo_data\[2\]\[26\],13.845µm
_01271_,13.84µm
_01913_,13.84µm
_03800_,13.84µm
_05283_,13.84µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s2_norm_mag\[17\],13.84µm
_04072_,13.83µm
_02170_,13.82µm
_02661_,13.82µm
_03268_,13.82µm
_03511_,13.82µm
_05417_,13.82µm
_02965_,13.8µm
_03659_,13.8µm
_04705_,13.8µm
_05902_,13.8µm
u_interface.fifo_data\[11\]\[25\],13.8µm
u_interface.fifo_data\[15\]\[20\],13.8µm
_00033_,13.78µm
_03826_,13.78µm
_04071_,13.78µm
net9,13.78µm
_03993_,13.77µm
_03210_,13.76µm
_04117_,13.76µm
s_axis_tdata[17],13.76µm
u_interface.fifo_data\[1\]\[0\],13.76µm
u_interface.u_gelu_fp32.u_synth_top.s3_b\[9\],13.76µm
_00487_,13.755µm
_04903_,13.75µm
_04975_,13.74µm
_01892_,13.72µm
_03446_,13.72µm
_03497_,13.72µm
_06186_,13.72µm
u_interface.u_gelu_fp32.s1_data\[3\],13.72µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_mant\[14\],13.72µm
_01469_,13.7µm
_04539_,13.7µm
u_interface.fifo_data\[10\]\[15\],13.69µm
_04352_,13.68µm
u_interface.fifo_data\[12\]\[2\],13.68µm
u_interface.fifo_data\[3\]\[2\],13.68µm
_00774_,13.665µm
_01891_,13.66µm
_06424_,13.66µm
u_interface.core_data_out\[21\],13.64µm
net1306,13.62µm
u_interface.fifo_data\[14\]\[11\],13.61µm
u_interface.fifo_data\[2\]\[22\],13.61µm
_01485_,13.6µm
_01509_,13.6µm
_05088_,13.6µm
_02786_,13.595µm
u_interface.fifo_data\[14\]\[18\],13.595µm
u_interface.fifo_data\[6\]\[12\],13.595µm
_01697_,13.58µm
_01841_,13.58µm
_03076_,13.58µm
_03802_,13.58µm
_04084_,13.58µm
_04229_,13.58µm
_04359_,13.58µm
_04841_,13.58µm
_05079_,13.58µm
u_interface.fifo_data\[15\]\[21\],13.58µm
u_interface.fifo_data\[3\]\[31\],13.58µm
u_interface.fifo_data\[7\]\[31\],13.58µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_mag\[5\],13.58µm
_02019_,13.56µm
_02058_,13.56µm
_02980_,13.56µm
_04874_,13.56µm
_05435_,13.56µm
_06024_,13.56µm
_06286_,13.56µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[38\],13.56µm
_01205_,13.54µm
_01222_,13.54µm
_02341_,13.54µm
_05216_,13.54µm
u_interface.fifo_data\[13\]\[13\],13.54µm
_00837_,13.525µm
_03964_,13.52µm
u_interface.fifo_data\[14\]\[3\],13.505µm
_01104_,13.5µm
_01470_,13.5µm
_03145_,13.5µm
_03814_,13.5µm
_04732_,13.5µm
_06058_,13.5µm
net1728,13.5µm
_05718_,13.485µm
_03439_,13.48µm
_05552_,13.48µm
_06476_,13.48µm
u_interface.fifo_data\[3\]\[25\],13.48µm
_02212_,13.47µm
_01624_,13.46µm
_04426_,13.46µm
u_interface.fifo_data\[11\]\[11\],13.46µm
_01988_,13.45µm
_04765_,13.44µm
_05246_,13.44µm
u_interface.fifo_data\[13\]\[23\],13.44µm
u_interface.fifo_data\[1\]\[27\],13.44µm
_00764_,13.42µm
_03651_,13.42µm
_04353_,13.42µm
_05118_,13.42µm
u_interface.fifo_data\[0\]\[19\],13.42µm
net1590,13.42µm
_02096_,13.4µm
_03898_,13.4µm
_05764_,13.4µm
_01446_,13.38µm
_04813_,13.38µm
_05341_,13.38µm
_05548_,13.38µm
u_interface.fifo_data\[0\]\[10\],13.38µm
u_interface.fifo_data\[0\]\[27\],13.38µm
u_interface.fifo_data\[11\]\[16\],13.38µm
u_interface.fifo_data\[1\]\[30\],13.38µm
u_interface.fifo_data\[3\]\[22\],13.38µm
u_interface.fifo_data\[4\]\[9\],13.38µm
u_interface.fifo_data\[7\]\[3\],13.38µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_mant\[5\],13.38µm
net1455,13.38µm
net1704,13.38µm
u_interface.fifo_data\[2\]\[25\],13.37µm
_01235_,13.34µm
_03488_,13.34µm
u_interface.fifo_data\[11\]\[6\],13.34µm
u_interface.fifo_data\[13\]\[19\],13.34µm
u_interface.fifo_data\[1\]\[14\],13.34µm
_00539_,13.325µm
_03450_,13.32µm
net1021,13.32µm
net1458,13.32µm
_01363_,13.3µm
_03484_,13.3µm
_04036_,13.3µm
_04287_,13.3µm
_05070_,13.3µm
_05873_,13.3µm
_05985_,13.3µm
s_axil_araddr[2],13.3µm
u_interface.fifo_data\[15\]\[6\],13.3µm
u_interface.u_gelu_fp32.s1_data\[5\],13.3µm
u_interface.u_gelu_fp32.s1_data\[9\],13.3µm
_03399_,13.29µm
_04381_,13.29µm
_01190_,13.28µm
_03082_,13.28µm
_03350_,13.28µm
net1536,13.28µm
net1716,13.28µm
_00250_,13.265µm
_00911_,13.26µm
_01226_,13.26µm
_02643_,13.26µm
_04840_,13.26µm
_06302_,13.26µm
u_interface.fifo_data\[0\]\[11\],13.26µm
_03765_,13.24µm
_03848_,13.24µm
_05477_,13.23µm
_01378_,13.22µm
u_interface.fifo_data\[5\]\[7\],13.22µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[53\],13.22µm
_03479_,13.2µm
_04362_,13.2µm
net147,13.2µm
_02082_,13.18µm
_04733_,13.18µm
_04956_,13.18µm
_05721_,13.18µm
_01293_,13.16µm
_01370_,13.16µm
_02041_,13.16µm
_05122_,13.16µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s2_exp\[3\],13.16µm
net1373,13.16µm
u_interface.fifo_data\[6\]\[19\],13.15µm
_02845_,13.14µm
_03046_,13.14µm
_03789_,13.14µm
_06227_,13.14µm
u_interface.fifo_data\[6\]\[1\],13.135µm
_01071_,13.125µm
_03173_,13.12µm
_05890_,13.12µm
u_interface.fifo_data\[15\]\[22\],13.12µm
u_interface.fifo_data\[6\]\[7\],13.11µm
_05043_,13.1µm
u_interface.fifo_data\[11\]\[10\],13.1µm
u_interface.fifo_data\[15\]\[24\],13.1µm
_00166_,13.085µm
u_interface.fifo_data\[10\]\[29\],13.085µm
_04408_,13.08µm
_05771_,13.08µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s2_norm_mag\[26\],13.08µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[19\],13.08µm
_02887_,13.06µm
_03971_,13.06µm
_05211_,13.06µm
_05786_,13.055µm
_02253_,13.05µm
_01806_,13.04µm
_03047_,13.04µm
_03226_,13.04µm
_03232_,13.04µm
_03609_,13.04µm
_03696_,13.04µm
_04130_,13.04µm
_05460_,13.04µm
_06299_,13.04µm
u_interface.fifo_data\[4\]\[6\],13.04µm
u_interface.fifo_data\[7\]\[9\],13.04µm
u_interface.fifo_data\[8\]\[31\],13.04µm
u_interface.fifo_data\[2\]\[24\],13.03µm
_05562_,13.025µm
_01274_,13.02µm
_01887_,13.02µm
_02242_,13.02µm
_03163_,13.02µm
_04182_,13.02µm
_04817_,13.02µm
_05185_,13.02µm
m_axis_tdata[26],13.01µm
m_axis_tdata[27],13.01µm
_01020_,13.005µm
u_interface.fifo_tlast\[14\],13.005µm
_02694_,13µm
_02712_,13µm
_01936_,12.98µm
_03387_,12.98µm
_03746_,12.98µm
u_interface.fifo_data\[3\]\[21\],12.97µm
_04996_,12.96µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[8\],12.96µm
net1650,12.96µm
_01292_,12.94µm
_03253_,12.94µm
_03452_,12.94µm
_03911_,12.94µm
_04218_,12.94µm
_04488_,12.94µm
_05733_,12.94µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[24\],12.94µm
_02276_,12.92µm
_02311_,12.92µm
_02693_,12.92µm
_03764_,12.92µm
_04116_,12.92µm
_04859_,12.92µm
net138,12.92µm
u_interface.fifo_data\[14\]\[27\],12.91µm
_04655_,12.9µm
_05595_,12.9µm
_02339_,12.88µm
u_interface.fifo_data\[12\]\[12\],12.88µm
u_interface.fifo_data\[15\]\[3\],12.88µm
u_interface.fifo_data\[3\]\[8\],12.88µm
net952,12.88µm
_01306_,12.86µm
_01768_,12.86µm
net1712,12.86µm
_04188_,12.84µm
_04324_,12.84µm
_05243_,12.84µm
_06073_,12.84µm
s_axil_araddr[14],12.84µm
s_axil_awaddr[21],12.84µm
s_axis_tdata[13],12.84µm
_01194_,12.82µm
_01888_,12.82µm
_04554_,12.82µm
u_interface.fifo_data\[10\]\[11\],12.805µm
_01341_,12.8µm
_01465_,12.8µm
_01852_,12.8µm
_02846_,12.8µm
_05135_,12.8µm
_05225_,12.8µm
_05430_,12.8µm
_05485_,12.8µm
u_interface.fifo_data\[13\]\[2\],12.8µm
u_interface.fifo_data\[3\]\[6\],12.8µm
u_interface.fifo_data\[5\]\[5\],12.8µm
u_interface.fifo_data\[7\]\[21\],12.8µm
u_interface.fifo_data\[9\]\[5\],12.8µm
_00308_,12.785µm
_04357_,12.78µm
_02526_,12.77µm
_02221_,12.76µm
_04404_,12.76µm
_06153_,12.76µm
u_interface.fifo_data\[5\]\[12\],12.76µm
_01842_,12.74µm
_03978_,12.74µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[48\],12.74µm
net1267,12.74µm
net1609,12.74µm
_02731_,12.72µm
_02913_,12.72µm
_03798_,12.72µm
net108,12.72µm
_01337_,12.7µm
u_interface.fifo_data\[11\]\[19\],12.7µm
u_interface.fifo_data\[2\]\[17\],12.69µm
u_interface.fifo_data\[6\]\[22\],12.69µm
u_interface.fifo_data\[10\]\[17\],12.685µm
u_interface.fifo_data\[2\]\[28\],12.685µm
_02955_,12.68µm
_05845_,12.68µm
_06006_,12.68µm
u_interface.fifo_data\[9\]\[12\],12.68µm
_02302_,12.66µm
u_interface.fifo_data\[13\]\[29\],12.66µm
u_interface.fifo_data\[15\]\[4\],12.66µm
_03606_,12.64µm
_03670_,12.64µm
_05146_,12.64µm
_00305_,12.625µm
_00582_,12.625µm
_03083_,12.62µm
_03456_,12.62µm
_04321_,12.62µm
_04666_,12.62µm
_05541_,12.62µm
_05689_,12.62µm
_06047_,12.62µm
u_interface.fifo_data\[12\]\[28\],12.62µm
net44,12.62µm
net1505,12.62µm
_00973_,12.605µm
_01820_,12.6µm
_02912_,12.6µm
_03522_,12.6µm
_04576_,12.6µm
_04692_,12.6µm
_05464_,12.6µm
_05776_,12.6µm
_06066_,12.6µm
u_interface.fifo_data\[5\]\[17\],12.6µm
u_interface.u_gelu_fp32.u_synth_top.s1_hits\[15\],12.6µm
u_interface.fifo_data\[10\]\[20\],12.585µm
u_interface.fifo_data\[10\]\[9\],12.585µm
_02143_,12.58µm
_02514_,12.58µm
_03528_,12.58µm
_03607_,12.58µm
s_axil_rdata[0],12.58µm
u_interface.u_gelu_fp32.s2_data\[20\],12.58µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s2_norm_mag\[9\],12.58µm
_02510_,12.56µm
_03142_,12.56µm
_03709_,12.56µm
_04230_,12.56µm
_03815_,12.55µm
u_interface.fifo_data\[14\]\[7\],12.55µm
u_interface.fifo_data\[14\]\[17\],12.545µm
u_interface.fifo_data\[14\]\[26\],12.545µm
_03938_,12.54µm
_04756_,12.54µm
u_interface.in_flight_count\[0\],12.54µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_mag\[25\],12.54µm
net1475,12.54µm
_05972_,12.525µm
_01237_,12.52µm
_01334_,12.52µm
_04334_,12.52µm
_06258_,12.52µm
u_interface.fifo_data\[1\]\[13\],12.52µm
_05740_,12.5µm
_05834_,12.5µm
net1587,12.5µm
net1621,12.5µm
_01130_,12.48µm
_01654_,12.48µm
_01878_,12.48µm
_02013_,12.48µm
_03716_,12.48µm
_05301_,12.48µm
_02898_,12.46µm
_03720_,12.46µm
_03919_,12.46µm
_04710_,12.46µm
_05388_,12.46µm
_05586_,12.46µm
_05864_,12.46µm
u_interface.fifo_data\[11\]\[23\],12.46µm
u_interface.fifo_data\[12\]\[23\],12.46µm
u_interface.fifo_data\[15\]\[18\],12.46µm
u_interface.fifo_data\[1\]\[23\],12.46µm
u_interface.fifo_data\[3\]\[19\],12.46µm
u_interface.fifo_data\[3\]\[24\],12.46µm
u_interface.fifo_data\[7\]\[5\],12.46µm
u_interface.fifo_data\[9\]\[18\],12.46µm
_01584_,12.44µm
_03897_,12.44µm
u_interface.fifo_data\[3\]\[15\],12.44µm
u_interface.fifo_data\[10\]\[7\],12.43µm
u_interface.fifo_tlast\[2\],12.43µm
_04328_,12.425µm
_01302_,12.42µm
_03179_,12.42µm
_04342_,12.42µm
u_interface.fifo_data\[11\]\[28\],12.42µm
_03935_,12.41µm
_01574_,12.4µm
_04706_,12.4µm
_04911_,12.4µm
u_interface.fifo_data\[10\]\[10\],12.385µm
_02793_,12.38µm
_04612_,12.38µm
_05155_,12.38µm
_05371_,12.38µm
_05566_,12.38µm
_05795_,12.38µm
s_axil_awaddr[31],12.38µm
s_axil_awaddr[3],12.38µm
s_axis_tdata[15],12.38µm
u_interface.fifo_data\[12\]\[19\],12.38µm
u_interface.fifo_data\[12\]\[27\],12.38µm
_02742_,12.37µm
_00426_,12.365µm
_04224_,12.36µm
_04572_,12.36µm
net971,12.36µm
_01523_,12.34µm
_02454_,12.34µm
_03292_,12.34µm
_04216_,12.34µm
_05876_,12.34µm
u_interface.fifo_data\[13\]\[12\],12.34µm
u_interface.fifo_data\[15\]\[26\],12.34µm
u_interface.in_flight_count\[5\],12.34µm
u_interface.fifo_data\[2\]\[8\],12.325µm
_02512_,12.32µm
_04053_,12.32µm
net1236,12.32µm
_02239_,12.3µm
_04691_,12.3µm
u_interface.fifo_data\[15\]\[8\],12.3µm
u_interface.u_gelu_fp32.s1_data\[29\],12.3µm
net1104,12.3µm
_06154_,12.29µm
_01307_,12.28µm
_04111_,12.28µm
_04735_,12.28µm
_06382_,12.28µm
net1740,12.28µm
_02525_,12.27µm
_01175_,12.26µm
_04094_,12.26µm
_04976_,12.26µm
_05094_,12.26µm
_05174_,12.26µm
u_interface.fifo_data\[15\]\[16\],12.26µm
_04448_,12.255µm
_03427_,12.25µm
_01359_,12.24µm
_01772_,12.24µm
_02906_,12.24µm
_04021_,12.24µm
_04531_,12.24µm
u_interface.fifo_data\[14\]\[8\],12.23µm
u_interface.fifo_data\[14\]\[16\],12.225µm
u_interface.fifo_data\[14\]\[20\],12.225µm
_01422_,12.22µm
_03604_,12.22µm
_03886_,12.22µm
_04289_,12.22µm
_04500_,12.22µm
_04839_,12.22µm
_00026_,12.205µm
_00945_,12.205µm
_04450_,12.2µm
_05340_,12.2µm
_05413_,12.2µm
u_interface.fifo_data\[4\]\[8\],12.2µm
u_interface.fifo_data\[8\]\[28\],12.2µm
u_interface.fifo_data\[10\]\[2\],12.19µm
_00181_,12.185µm
_05228_,12.18µm
_01099_,12.16µm
_01666_,12.16µm
_02215_,12.16µm
_02972_,12.16µm
_06177_,12.16µm
net1160,12.16µm
_02553_,12.15µm
_02348_,12.14µm
_03131_,12.14µm
_03405_,12.14µm
_03591_,12.14µm
_03825_,12.14µm
_05514_,12.14µm
_05639_,12.14µm
_05762_,12.14µm
u_interface.fifo_data\[10\]\[1\],12.125µm
_01512_,12.12µm
_01558_,12.12µm
_02158_,12.12µm
_04899_,12.12µm
_05074_,12.12µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_mag\[6\],12.12µm
net1758,12.12µm
_00728_,12.115µm
u_interface.fifo_data\[6\]\[24\],12.11µm
u_interface.fifo_data\[6\]\[9\],12.11µm
_01640_,12.1µm
_02418_,12.1µm
_02517_,12.1µm
_03567_,12.1µm
_03777_,12.1µm
u_interface.fifo_data\[11\]\[13\],12.1µm
_05048_,12.09µm
_03367_,12.08µm
_04214_,12.08µm
net1068,12.08µm
_02500_,12.075µm
_01967_,12.07µm
_00825_,12.06µm
_01317_,12.06µm
_03937_,12.06µm
_04308_,12.06µm
net1249,12.06µm
net1451,12.06µm
_01165_,12.04µm
_01289_,12.04µm
_01360_,12.04µm
_02014_,12.04µm
_02217_,12.04µm
_02883_,12.04µm
_02920_,12.04µm
_04164_,12.04µm
net1391,12.04µm
net1616,12.04µm
_01544_,12.02µm
_03655_,12.02µm
_04160_,12.02µm
_04435_,12.02µm
_06064_,12.02µm
u_interface.fifo_data\[7\]\[11\],12.02µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s3_norm_mag\[21\],12.02µm
net1132,12.02µm
_02176_,12µm
_04546_,12µm
_05091_,12µm
_05150_,12µm
_05659_,12µm
u_interface.fifo_data\[0\]\[6\],12µm
u_interface.fifo_data\[13\]\[6\],12µm
u_interface.fifo_data\[7\]\[18\],12µm
u_interface.fifo_data\[9\]\[8\],12µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[1\],12µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[30\],12µm
_02683_,11.98µm
_03338_,11.98µm
_03991_,11.98µm
_04755_,11.98µm
u_interface.fifo_data\[6\]\[30\],11.97µm
_02933_,11.96µm
_03440_,11.96µm
_04035_,11.96µm
_06105_,11.96µm
u_interface.fifo_data\[5\]\[23\],11.96µm
u_interface.fifo_data\[9\]\[14\],11.96µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[17\],11.96µm
_04147_,11.94µm
_06169_,11.94µm
u_interface.fifo_data\[13\]\[9\],11.94µm
net1105,11.94µm
net1320,11.94µm
_01255_,11.92µm
_01861_,11.92µm
_03719_,11.92µm
s_axil_araddr[27],11.92µm
s_axil_araddr[30],11.92µm
s_axil_awaddr[4],11.92µm
s_axis_tdata[21],11.92µm
u_interface.fifo_data\[0\]\[13\],11.92µm
u_interface.fifo_data\[0\]\[5\],11.92µm
_02286_,11.9µm
_02610_,11.9µm
_02830_,11.9µm
_03049_,11.9µm
_05376_,11.9µm
u_interface.fifo_data\[2\]\[13\],11.89µm
_01529_,11.88µm
_02081_,11.88µm
_02783_,11.88µm
_03435_,11.88µm
_04064_,11.88µm
_04948_,11.88µm
_05449_,11.88µm
u_interface.fifo_data\[6\]\[0\],11.88µm
u_interface.fifo_data\[6\]\[2\],11.88µm
u_interface.fifo_data\[8\]\[16\],11.88µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[18\],11.88µm
_00220_,11.865µm
_01573_,11.86µm
_02104_,11.86µm
_03004_,11.86µm
_03277_,11.86µm
_03879_,11.86µm
_04649_,11.86µm
_05433_,11.86µm
net1404,11.86µm
_00266_,11.845µm
_02350_,11.84µm
_03278_,11.84µm
_04032_,11.84µm
_05450_,11.84µm
_05537_,11.84µm
_06418_,11.84µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[16\],11.84µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_mag\[31\],11.84µm
net1312,11.84µm
_01189_,11.82µm
_01419_,11.82µm
net1606,11.82µm
_02255_,11.8µm
_05995_,11.8µm
_06332_,11.8µm
_02788_,11.79µm
_02119_,11.78µm
_03811_,11.78µm
_04070_,11.78µm
_05976_,11.78µm
u_interface.fifo_data\[2\]\[4\],11.77µm
u_interface.fifo_data\[6\]\[21\],11.77µm
_01021_,11.76µm
_03642_,11.76µm
_04113_,11.76µm
_04250_,11.76µm
_05761_,11.76µm
u_interface.fifo_data\[14\]\[22\],11.76µm
_02181_,11.74µm
_02222_,11.74µm
_05563_,11.74µm
u_interface.fifo_data\[1\]\[2\],11.74µm
u_interface.fifo_data\[7\]\[27\],11.74µm
u_interface.fifo_data\[14\]\[21\],11.73µm
_01620_,11.72µm
_01889_,11.72µm
_02149_,11.72µm
_05238_,11.72µm
_05557_,11.72µm
_03878_,11.71µm
_05407_,11.71µm
_03952_,11.7µm
_04993_,11.7µm
_06497_,11.7µm
m_axis_tdata[13],11.7µm
u_interface.fifo_data\[8\]\[21\],11.7µm
net990,11.7µm
net1375,11.7µm
_02208_,11.68µm
_02836_,11.68µm
_04862_,11.68µm
_05925_,11.68µm
_04673_,11.675µm
u_interface.fifo_data\[14\]\[24\],11.665µm
_02184_,11.66µm
_03546_,11.66µm
_03965_,11.66µm
_03985_,11.66µm
_04990_,11.66µm
u_interface.fifo_rd_ptr\[1\],11.66µm
u_interface.u_gelu_fp32.s2_data\[25\],11.66µm
u_interface.fifo_data\[2\]\[29\],11.655µm
_03406_,11.64µm
_03889_,11.64µm
_05125_,11.64µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[5\],11.64µm
_01357_,11.62µm
_01875_,11.62µm
_02672_,11.62µm
_03144_,11.62µm
_06310_,11.62µm
_02093_,11.6µm
_04453_,11.6µm
_05331_,11.6µm
net1365,11.6µm
_01900_,11.58µm
_03157_,11.58µm
_04184_,11.58µm
_05500_,11.58µm
_06331_,11.58µm
clknet_leaf_21_clk,11.58µm
net1473,11.58µm
_01972_,11.56µm
_03158_,11.56µm
_04246_,11.56µm
_05213_,11.56µm
_06270_,11.56µm
u_interface.fifo_data\[13\]\[17\],11.55µm
_01482_,11.54µm
_02098_,11.54µm
_02309_,11.54µm
_02644_,11.54µm
_03141_,11.54µm
_03372_,11.54µm
_03506_,11.54µm
_04799_,11.54µm
_05787_,11.54µm
_06447_,11.54µm
u_interface.fifo_data\[11\]\[9\],11.54µm
u_interface.fifo_data\[12\]\[8\],11.54µm
u_interface.fifo_data\[15\]\[23\],11.54µm
u_interface.fifo_data\[7\]\[12\],11.54µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[30\],11.54µm
net1215,11.54µm
net1454,11.54µm
_01452_,11.52µm
_01675_,11.52µm
_04402_,11.52µm
u_interface.fifo_data\[7\]\[2\],11.52µm
_01286_,11.5µm
_01416_,11.5µm
_05457_,11.5µm
u_interface.fifo_data\[13\]\[26\],11.5µm
u_interface.fifo_data\[13\]\[3\],11.5µm
u_interface.fifo_data\[8\]\[3\],11.5µm
_04186_,11.49µm
_04520_,11.49µm
_02984_,11.48µm
_06124_,11.465µm
_01291_,11.46µm
_02784_,11.46µm
_04231_,11.46µm
_05060_,11.46µm
s_axil_araddr[13],11.46µm
s_axil_araddr[18],11.46µm
s_axil_araddr[3],11.46µm
net864,11.46µm
s_axil_wdata[0],11.46µm
u_interface.fifo_data\[4\]\[11\],11.46µm
_00514_,11.445µm
_01101_,11.44µm
_02755_,11.44µm
_03336_,11.44µm
